4.880008e-002 4.694725e+000 7.220581e-002
5.321324e-002 4.595134e+000 4.739414e-002
5.762640e-002 4.669550e+000 4.117109e-002
6.203955e-002 4.551449e+000 3.766159e-002
6.645271e-002 4.628411e+000 3.628976e-002
7.086586e-002 4.572713e+000 3.463987e-002
7.527902e-002 4.562137e+000 3.324743e-002
7.969218e-002 4.654407e+000 3.239675e-002
8.410533e-002 4.659910e+000 3.413454e-002
8.851849e-002 4.654284e+000 3.582786e-002
9.293164e-002 4.611457e+000 3.542668e-002
9.734480e-002 4.668775e+000 3.518341e-002
1.017580e-001 4.618450e+000 3.471033e-002
1.061711e-001 4.607331e+000 3.419013e-002
1.105843e-001 4.621287e+000 3.370796e-002
1.149974e-001 4.597903e+000 3.302698e-002
1.194106e-001 4.546939e+000 3.101048e-002
1.238237e-001 4.534997e+000 2.794035e-002
1.282369e-001 4.545865e+000 2.644369e-002
1.326500e-001 4.389795e+000 2.577322e-002
1.370632e-001 4.416256e+000 2.558434e-002
1.414764e-001 4.410757e+000 2.534665e-002
1.458895e-001 4.360357e+000 2.484572e-002
1.503027e-001 4.249778e+000 2.437549e-002
1.547158e-001 4.213478e+000 2.408992e-002
1.591290e-001 4.177905e+000 2.368511e-002
1.635421e-001 4.100755e+000 2.340939e-002
1.679553e-001 4.015009e+000 2.280001e-002
1.723685e-001 3.888139e+000 2.235398e-002
1.767816e-001 3.885199e+000 2.212208e-002
1.811948e-001 3.801172e+000 2.172458e-002
1.856079e-001 3.687731e+000 2.111776e-002
1.900211e-001 3.604455e+000 2.076350e-002
1.944342e-001 3.508519e+000 2.035342e-002
1.988474e-001 3.435663e+000 1.999411e-002
2.032605e-001 3.341467e+000 1.978481e-002
2.076737e-001 3.255474e+000 2.076438e-002
2.120869e-001 3.188333e+000 2.116661e-002
2.165000e-001 3.056546e+000 2.088302e-002
2.209132e-001 2.950456e+000 2.078655e-002
2.253263e-001 2.910684e+000 2.066995e-002
2.297395e-001 2.791726e+000 2.041083e-002
2.341526e-001 2.725187e+000 1.875812e-002
2.385658e-001 2.665977e+000 1.793430e-002
2.429789e-001 2.582133e+000 1.719469e-002
2.473921e-001 2.473753e+000 1.666815e-002
2.518053e-001 2.410269e+000 1.630159e-002
2.562184e-001 2.319737e+000 1.582067e-002
2.606316e-001 2.227480e+000 1.529115e-002
2.650447e-001 2.172051e+000 1.495332e-002
2.694579e-001 2.079147e+000 1.456597e-002
2.738710e-001 2.038252e+000 1.428430e-002
2.782842e-001 1.975290e+000 1.393826e-002
2.826974e-001 1.896823e+000 1.353290e-002
2.871105e-001 1.815233e+000 1.314369e-002
2.915237e-001 1.752881e+000 1.284155e-002
2.959368e-001 1.735620e+000 1.269573e-002
3.003500e-001 1.668937e+000 1.235156e-002
3.047631e-001 1.616412e+000 1.207177e-002
3.091763e-001 1.563529e+000 1.180296e-002
3.135894e-001 1.505068e+000 1.148866e-002
3.180026e-001 1.464769e+000 1.128043e-002
3.224158e-001 1.401121e+000 1.095161e-002
3.268289e-001 1.368567e+000 1.076127e-002
3.312421e-001 1.322651e+000 1.050676e-002
3.356552e-001 1.258608e+000 1.019248e-002
3.400684e-001 1.230589e+000 1.001240e-002
3.444815e-001 1.208340e+000 9.888598e-003
3.488947e-001 1.174198e+000 9.684954e-003
3.533078e-001 1.139704e+000 9.471292e-003
3.577210e-001 1.111394e+000 9.289868e-003
3.621342e-001 1.068082e+000 9.057845e-003
3.665473e-001 1.042406e+000 8.922855e-003
3.709605e-001 9.902893e-001 8.669567e-003
3.753736e-001 9.555851e-001 8.415782e-003
3.797868e-001 9.335353e-001 8.304382e-003
3.841999e-001 9.252419e-001 8.248824e-003
3.886131e-001 8.886639e-001 8.032652e-003
3.930262e-001 8.562335e-001 7.802412e-003
3.974394e-001 8.350480e-001 7.690680e-003
4.018526e-001 8.257256e-001 7.652237e-003
4.062657e-001 7.944829e-001 7.432761e-003
4.106789e-001 7.833034e-001 7.326804e-003
4.150920e-001 7.460649e-001 7.145600e-003
4.195052e-001 7.256599e-001 7.006089e-003
4.239183e-001 7.005593e-001 6.859399e-003
4.283315e-001 6.849695e-001 6.740767e-003
4.327447e-001 6.537776e-001 6.561466e-003
4.371578e-001 6.658714e-001 6.572728e-003
4.415710e-001 6.349632e-001 6.419907e-003
4.459841e-001 6.284224e-001 6.330633e-003
4.503973e-001 5.994609e-001 6.160526e-003
4.548104e-001 5.954510e-001 6.119419e-003
4.592236e-001 5.829888e-001 6.037295e-003
4.636367e-001 5.629022e-001 5.894221e-003
4.680499e-001 5.496132e-001 5.782715e-003
4.724631e-001 5.323421e-001 5.692801e-003
4.768762e-001 5.103409e-001 5.559924e-003
4.812894e-001 5.151627e-001 5.556873e-003
4.857025e-001 5.020102e-001 5.455780e-003
4.901157e-001 4.940614e-001 5.387923e-003
4.945288e-001 4.817170e-001 5.312889e-003
4.989420e-001 4.651496e-001 5.182615e-003
5.033551e-001 4.550326e-001 5.102791e-003
5.077683e-001 4.432371e-001 5.028454e-003
5.121815e-001 4.394328e-001 4.986523e-003
5.165946e-001 4.397969e-001 5.010329e-003
5.210078e-001 4.242029e-001 5.115747e-003
5.254209e-001 4.159739e-001 5.160906e-003
5.298341e-001 4.076162e-001 5.166435e-003
5.342472e-001 4.047383e-001 5.191998e-003
5.386604e-001 4.032201e-001 5.213539e-003
5.430736e-001 3.790644e-001 5.047902e-003
5.474867e-001 3.752890e-001 4.786352e-003
5.518999e-001 3.723498e-001 4.706543e-003
5.563130e-001 3.635082e-001 4.598859e-003
5.607262e-001 3.596094e-001 4.520441e-003
5.651393e-001 3.575429e-001 4.496411e-003
5.695525e-001 3.475900e-001 4.402610e-003
5.739656e-001 3.447106e-001 4.347233e-003
5.783788e-001 3.371177e-001 4.285062e-003
5.827920e-001 3.294835e-001 4.218429e-003
5.872051e-001 3.199019e-001 4.135839e-003
5.916183e-001 3.213958e-001 4.110531e-003
5.960314e-001 3.076319e-001 4.010095e-003
6.004446e-001 3.034177e-001 3.975689e-003
6.048577e-001 2.988799e-001 3.920869e-003
6.092709e-001 2.991562e-001 3.908180e-003
6.136840e-001 2.900584e-001 3.832307e-003
6.180972e-001 2.889897e-001 3.821274e-003
6.225104e-001 2.851707e-001 3.774077e-003
6.269235e-001 2.783282e-001 3.700884e-003
6.313367e-001 2.766844e-001 3.690227e-003
6.357498e-001 2.704884e-001 3.634720e-003
6.401630e-001 2.680008e-001 3.593756e-003
6.445761e-001 2.656527e-001 3.569075e-003
6.489893e-001 2.630719e-001 3.542117e-003
6.534025e-001 2.572745e-001 3.498991e-003
6.578156e-001 2.550604e-001 3.456803e-003
6.622288e-001 2.496615e-001 3.416003e-003
6.666419e-001 2.422938e-001 3.357842e-003
6.710551e-001 2.436636e-001 3.358679e-003
6.754682e-001 2.410145e-001 3.314632e-003
6.798814e-001 2.407467e-001 3.321293e-003
6.842945e-001 2.353868e-001 3.422364e-003
6.887077e-001 2.311778e-001 3.522226e-003
6.931209e-001 2.310805e-001 3.536079e-003
6.975340e-001 2.262812e-001 3.539894e-003
7.019472e-001 2.263939e-001 3.588519e-003
7.063603e-001 2.203650e-001 3.552717e-003
7.107735e-001 2.206652e-001 3.559658e-003
7.151866e-001 2.183799e-001 3.543283e-003
7.195998e-001 2.147659e-001 3.506938e-003
7.240129e-001 2.057802e-001 3.433451e-003
7.284261e-001 2.086156e-001 3.473688e-003
7.328393e-001 2.099084e-001 3.487562e-003
7.372524e-001 2.038221e-001 3.459293e-003
7.416656e-001 2.013850e-001 3.439505e-003
7.460787e-001 1.985257e-001 3.427193e-003
7.504919e-001 2.021558e-001 3.464305e-003
7.549050e-001 2.011292e-001 3.473700e-003
7.593182e-001 2.016760e-001 3.483571e-003
7.637313e-001 1.947059e-001 3.425204e-003
7.681445e-001 1.936714e-001 3.438493e-003
7.725577e-001 1.940189e-001 3.434620e-003
7.769708e-001 1.928569e-001 3.445899e-003
7.813840e-001 1.875715e-001 3.380515e-003
7.857971e-001 1.870227e-001 3.399594e-003
7.902103e-001 1.881751e-001 3.403219e-003
7.946234e-001 1.761848e-001 3.316397e-003
7.990366e-001 1.774362e-001 3.338831e-003
8.034498e-001 1.791872e-001 3.341854e-003
