4.863691e-002 4.590276e+000 3.272697e-002
5.305162e-002 4.580073e+000 2.118701e-002
5.746633e-002 4.566141e+000 1.795129e-002
6.188104e-002 4.574416e+000 1.667072e-002
6.629575e-002 4.524588e+000 1.589843e-002
7.071046e-002 4.579448e+000 1.525185e-002
7.512517e-002 4.564577e+000 1.470337e-002
7.953988e-002 4.609996e+000 1.420221e-002
8.395459e-002 4.577884e+000 1.496814e-002
8.836930e-002 4.612287e+000 1.584882e-002
9.278401e-002 4.610919e+000 1.574019e-002
9.719872e-002 4.589989e+000 1.536836e-002
1.016134e-001 4.584952e+000 1.523056e-002
1.060281e-001 4.602358e+000 1.517643e-002
1.104429e-001 4.609869e+000 1.488533e-002
1.148576e-001 4.602336e+000 1.453874e-002
1.192723e-001 4.572399e+000 1.380407e-002
1.236870e-001 4.574270e+000 1.233397e-002
1.281017e-001 4.530326e+000 1.170810e-002
1.325164e-001 4.523642e+000 1.153222e-002
1.369311e-001 4.473331e+000 1.138163e-002
1.413458e-001 4.445605e+000 1.118717e-002
1.457605e-001 4.370938e+000 1.103993e-002
1.501752e-001 4.344649e+000 1.093426e-002
1.545899e-001 4.299555e+000 1.069845e-002
1.590047e-001 4.226937e+000 1.049005e-002
1.634194e-001 4.162538e+000 1.040327e-002
1.678341e-001 4.075643e+000 1.015213e-002
1.722488e-001 4.017598e+000 1.000646e-002
1.766635e-001 3.921151e+000 9.840604e-003
1.810782e-001 3.849596e+000 9.611216e-003
1.854929e-001 3.774835e+000 9.414006e-003
1.899076e-001 3.678334e+000 9.310297e-003
1.943223e-001 3.585508e+000 9.074935e-003
1.987370e-001 3.510758e+000 8.859094e-003
2.031518e-001 3.404286e+000 8.816654e-003
2.075665e-001 3.347142e+000 9.323868e-003
2.119812e-001 3.224455e+000 9.296669e-003
2.163959e-001 3.147862e+000 9.348419e-003
2.208106e-001 3.051407e+000 9.314399e-003
2.252253e-001 2.952878e+000 9.189281e-003
2.296400e-001 2.871266e+000 9.114026e-003
2.340547e-001 2.793185e+000 8.458688e-003
2.384694e-001 2.706081e+000 7.969968e-003
2.428841e-001 2.610110e+000 7.686223e-003
2.472989e-001 2.528998e+000 7.428174e-003
2.517136e-001 2.434699e+000 7.199317e-003
2.561283e-001 2.379903e+000 7.087068e-003
2.605430e-001 2.293143e+000 6.880109e-003
